43748,ref,journal article,"Determinación xilológica de la madera fósil de una Fagaceae, de la formación Río Turbio, (Eoceno), Santa Cruz, Argentina",1990,E.,Ancibor,,,,,,Ameghiniana,,,,,,,27,01-Feb,179,184,Spanish,,auth
66522,ref,journal article,Paleobiology and paleoecology of Palaeoaplysina and Eopalaeoaplysina new genus in Arctic Canada,2014,K. D.,Anderson,B.,Beauchamp,,,,Journal of Paleontology,,,,,,,88,5,1056,1071,English,,class
77381,ref,journal article,Doushantuo-type Microfossils from Latest Ediacaran Phosphorites of Northern Mongolia,2017,R. P.,Anderson,F. A.,Macdonald,"D. S. Jones, S. McMahon, D. E. G. Briggs",,,Geology,,,,,,,45,12,1079,1082,English,https://doi.org/10.1130/G39576.1,"auth,class"
61084,ref,journal article,"Miocene marine diatoms from the Choptank Formation, Calvert County, Maryland",1976,G.,Andrews,,,,,,Professional Paper,,,,,,,,,,,English,,"auth,class"
71641,ref,serial monograph,"Index of Generic Names of Fossil Plants, 1820-1965",1970,H. N.,Andrews,,,,,,Geological Survey Bulletin,,,,,,,,,1,354,English,,"auth,class"
86652,ref,journal article,"Araucaria lefipanensis (Araucariaceae), a new species with dimorphic leaves from the Late Cretaceous of Patagonia, Argentina",2018,A.,Andruchow-Colombo,I. H.,Escapa,"N. R. Cuneo, M. A. Gandolfo",,,American Journal of Botany,,,,,,,105,6,1,21,English,10.1002/ajb2.1113,auth
86654,ref,journal article,New genus of Cupressaceae from the Upper Cretaceous of Patagonia (Argentina) fills a gap in the evolution of the ovuliferous complex in the family,2022,A.,Andruchow-Colombo,M. A.,Gandolfo,"I. H. Escapa, N. R. Cuneo",,,Journal of Systematics and Evolution,,,,,,,,,1,23,English,10.1111/jse.12842,"auth,class"
88341,ref,journal article,"Ginkgoites villardeseoanii sp. nov., a ginkgophyte with insect damage from the Upper Cretaceous (Maastrichtian) Lefipán Formation (Chubut, Patagonia, Argentina)",2022,A.,Andruchow-Colombo,M. A.,Gandolfo,"N. R. Cúneo, I. H. Escapa",,,Cretaceous Research,,,,,,,133,105124,1,13,English,https://doi.org/10.1016/j.cretres.2021.105124,"auth,class"
78598,ref,journal article,"Fossil flora from the Himalayan foot-hills of Darjeeling District, West Bengal and its palaeoecological and phytogeographical significance",1993,J. S.,Antal,N.,Awasthi,,,,The Palaeobotanist,,,,,,,42,1,14,60,English,,"auth,class"
56172,ref,journal article,"Caracterizacao palinofloristica e paleoambiental da Farmacao Santana (Cretaceo Inferior), Poco 4-BO-1-PE, Bacia do Araripe, Nordeste do Brasil",2014,H.,Antunes Portela,L.,Antonioli,"R. Dino, M. J. Garcia",,,Rev. bras. paleontol,,,,,,,17,3,363,372,Portugese,,class
45281,ref,journal article,"Hojas de Angiospermas de la Formación Palo Pintado, Mioceno Superior, Salta, Argentina, Parte I: Anacardiaceae, Lauraceae y Moraceae",1998,L. M.,Anzótegui,,,,,,Ameghiniana,,,,,,,35,1,25,32,Spanish,,auth
44594,ref,journal article,"Megaflora (hojas y frutos) de la Formación San José (Mioceno Medio) en río Seco, departamento Santa María, provincia de Catamarca, Argentina",2004,L. M.,Anzótegui,R.,Herbst,,,,Ameghiniana,,,,,,,41,3,423,436,Spanish,,"auth,class"
55420,ref,Ph.D. thesis,"Paleoenvironmental reconstruction based on palynological and palynofacies analyses of the Aptian-Albian succession in the Sergipe Basin, northeastern Brazil",2001,M.,Araujo Carvalho,,,,,,,,,,,,,,,,,English,,"auth,class"
48004,ref,journal article,"Aptian Angiosperm Pollen from the Ticó Flora Patagonia, Argentina",2008,A.,Archangelsky,S.,Archangelsky,"D. G. Poire, N. D. Canessa",,,Revista del Museo Argentino de Ciencias Naturales,,,,,,,10,2,185,198,English,,"auth,class"
48162,ref,journal article,"Palinología de la Formación kachaike, Cretácico Inferior de la Cuenca Austral, provincia de Santa Cruz. I-Esporas lisas y cinguladas",2003,A.,Archangelsky,M.,Llorens,,,,Ameghiniana,,,,,,,40,1,71,80,Spanish,,"auth,class"
48165,ref,journal article,"Palinología de la Formación Kachaike, Cretácico Inferior de la Cuenca Austral, provincia de Santa Cruz. II. Esporas",2005,A.,Archangelsky,M.,Llorens,,,,Ameghiniana,,,,,,,42,2,311,328,Spanish,,auth
48166,ref,journal article,"Palinología de la Formación Kachaike, Cretácico Inferior de la Cuenca Austral, provincia de Santa Cruz: Granos de polen de Gimnospermas.",2009,A.,Archangelsky,M.,Llorens,,,,Ameghiniana,,,,,,,46,2,225,234,Spanish,,"auth,class"
54553,ref,journal article,"Esporas de la Formación Río Turbio (Eoceno), Provincia de Santa Cruz",1972,S.,Archangelsky,,,,,,"Revista del Museo de la Plata (nueva serie), Sección Paleontología",,,,,,,6,39,65,100,Spanish,,"auth,class"
54876,ref,journal article,Palinología del Paleoceno de Chubut. I. Descripciones Sistemáticas,1973,S.,Archangelsky,,,,,,Ameghiniana,,,,,,,10,4,339,399,Spanish,,"auth,class"
56356,ref,journal article,"Balmeiopsis, nuevo nombre genérico para el palinomorfo Inaperturopollenites limbatus Balme, 1957",1977,S.,Archangelsky,,,,,,Ameghiniana,,,,,,,XIV,01-Apr,122,126,Spanish,,"auth,class"
47968,ref,journal article,"Aptian angiosperm pollen from the Ticó Flora Patagonia, Argentina",2013,S.,Archangelsky,A.,Archangelsky,,,,,,,,,,,174,3,559,571,English,10.1086/668693,class
48025,ref,journal article,"Palinología y paleoambientes en el perfil de Bajo Comisión (Cretácico), provincia de Santa Cruz, Argentina",2012,S.,Archangelsky,A.,Archangelsky,G. Cladera,,,Revista del Museo Argentino de Ciencias Naturales,,,,,,,14,1,23,39,English,,"auth,class"
48026,ref,journal article,"Estudio Palinológico de la Formación Baqueró (Cretácico), Provincia de Santa Cruz I",1965,S.,Archangelsky,J. C.,Gamerro,,,,Ameghiniana,,,,,,,4,5,159,170,Spanish,,"auth,class"
48082,ref,journal article,"Estudio palinológico de la Formación Baqueró (Cretácico), provincia de Santa Cruz. II",1966,S.,Archangelsky,J. C.,Gamerro,,,,Ameghiniana,,,,,,,4,6,201,209,Spanish,,"auth,class"
48092,ref,journal article,"Estudio palinológico de la Formación Baqueró (Cretácico), Provincia de Santa Cruz. III",1966,S.,Archangelsky,J. C.,Gamerro,,,,Ameghiniana,,,,,,,4,7,229,236,English,,"auth,class"
48094,ref,journal article,"Estudio palinológico de la Formación Baqueró (Cretácico), Provincia de Santa Cruz. IV",1966,S.,Archangelsky,J. C.,Gamerro,,,,Ameghiniana,,,,,,,4,10,363,372,Spanish,,auth
55102,ref,journal article,Polen de Gimnospermas (Coniferas) del Cretácico Superior y Paleoceno de Patagonia,1974,S.,Archangelsky,E. J.,Romero,,,,Ameghiniana,,,,,,,11,3,217,236,Spanish,,class
11602,ref,journal article,"Notas sobre la flora fosil de la zona de Tico, Provincia de Santa Cruz. XI. Morfologia y estructura de tres megasporas",1991,S.,Archangelsky,L.,Villar de Seoane,,,,Ameghiniana,,,,,,,28,03-Apr,353,364,Spanish,,auth
48091,ref,journal article,"Estudios palinológicos del Grupo Baqueró (Cretácico inferior), provincia de Santa Cruz, Argentina. IX polen bisacado de Podocarpaceae",2005,S.,Archangelsky,L.,Villar de Seoane,,,,Revista Española de Paleontología,,,,,,,20,1,37,56,Spanish,,"auth,class"
48164,ref,journal article,"Estudio palinológico de la Formación Baqueró (Cretácico), Provincia de Santa Cruz, Argentina. VI",1994,S.,Archangelsky,L.,Villar de Seoane,,,,Ameghiniana,,,,,,,31,1,41,53,Spanish,,auth
48168,ref,journal article,"Estudios palinológico de la Formación Baqueró (Cretácico), provincia de Santa Cruz, Argentina. VII",1996,S.,Archangelsky,L.,Villar de Seoane,,,,Ameghiniana,,,,,,,33,3,307,313,English,,"auth,class"
48169,ref,journal article,"Estudios palinológicos de la Formación Baqueró (Cretácico), Provincia de Santa Cruz, Argentina. VIII",1998,S.,Archangelsky,L.,Villar de Seoane,,,,Ameghiniana,,,,,,,35,1,7,19,Spanish,,"auth,class"
43634,ref,journal article,"Nuevas descripciones palinológicas de las formaciones Salamanca y Bororo, Paleoceno de Chubut (República Argentina)",1986,S.,Archangelsky,M. C.,Zamaloa,,,,Ameghiniana,,,,,,,23,01-Feb,35,46,Spanish,,"auth,class"
69007,ref,journal article,"A new record of late Ediacaran acritarchs from La providencia group (Tandilia System, Argentina) and its biostratigraphical significance",2019,M. J.,Arrouy,C.,Gaucher,"D. G. Poiré, S. Xiao, L. E. Gómez Peral, L. V. Warren, N. Bykova, F. Quaglio",,,Journal of South American Earth Sciences,,,,,,,,,,,English,10.1016/j.jsames.2019.05.015,"auth,class"
76169,ref,journal article,Organic-walled microfossils in the Ediacaran of Estonia: Biodiversity on the East European Platform,2020,E. H. M.,Arvestal ,S.,Willman,,,,Precambrian Research ,,,,,,,341,,,,English,,"auth,class"
81768,ref,journal article,"A new approach to the paleoecological relationship between rudists\r\nand benthic foraminifers in Maastrichtian of Tethys basin in the Central\r\nZagros, Iran",2022,B.,Asgari‑Pirbalouti,M.,Dehghanian,,,,Carbonates and Evaporites,,,,,,,37,32,,,English,10.1007/s13146-022-00774-5,class
3945,ref,journal article,"An Upper Triassic upland flora from north-central New Mexico, U.S.A",1999,S.,Ash,,,,,,Review of Palaeobotany and Palynology,,,,,,,105,,183,199,,,class
10932,ref,journal article,Revision of some dipterocarpaceous woods previously described from Tertiary of South India.,1971,N.,Awasthi,,,,,,The Palaeobotanist,,,,,,,18,,226,233,,,"auth,class"
10939,ref,journal article,Revision of Hopeoxylon indicum and Shoreoxylon speciosum Navale from the Cuddalore Series near Pondicherry,1977,N.,Awasthi,,,,,,The Palaeobotanist,,,,,,,24,,102,107,English,,"auth,class"
10940,ref,journal article,"Reinvestigation of Sapindoxylon indicum Navale from the Cuddalore Series, near Pondicherry",1981,N.,Awasthi,,,,,,The Palaeobotanist,,,,,,,27,,161,165,English,,"auth,class"
10945,ref,journal article,Two new fossil woods of Sapindaceae from Tertiary of India,1982,N.,Awasthi,J. S.,Guleria,R. N. Lakhanpal,,,The Palaeobotanist,,,,,,,30,,12,21,English,,"auth,class"
65602,ref,journal article,A Miocene flora from the western border of the Mohave desert,1939,D. I.,Axelrod,,,,,,Carnegie Institution of Washington Publications,,,,,,,516,,1,129,English,,auth
82244,ref,journal article,"Paleoenvironmental model for Early Eocene larger benthic foraminiferal\r\ndeposits from south Birjand region, east Iran",2013,S. A.,Babazadeh,M.,Alavi,,,,Revue de Paleobiologie,,,,,,,32,1,223,233,English,,"auth,class"
74019,ref,journal article,"Distichoplax Pia from Baratang Island, Andaman, India",1988,R. M.,Badve,P.,Kundal,,,,Biovigyanam,,,,,,,14,2,95,102,English,,class
74320,ref,journal article,"Marine Cretaceous algae from the Baratang Formation, Andaman Islands, India",1986,R. M.,Badve,P.,Kundal,,,,Bull. Geol. Min. Met. Soc. India,,,,,,,54,,149,158,English,,class
43756,ref,journal article,Nuevos hallazgos de microfloras y anuros Paleógenos en el Noroeste de Patagonia: implicancias Paleoambientales y Paleobiogeográficas,1990,A. M.,Baez,M. C.,Zamaloa,E. J. Romero,,,Ameghiniana,,,,,,,27,01-Feb,83,94,Spanish,,"auth,class"
13793,ref,journal article,A phylogenetic study of the Corallinales (Rhodophyta) based on nuclear small-subunit rRNA gene sequences,1998,J. C.,Bailey,R. L.,Chapman,,,,Journal of Phycology,,,,,,,34,,692,705,English,,auth
55475,ref,journal article,"Aptian – Cenomanian palynozonation and paleoecology from Horous-1 well, northern Western Desert, Egypt",2012,A. H. A.,Baioumi,M. M. M.,Mandur,T.F. Moustfa,,,Journal of Applied Sciences Research,,,,,,,8,3,1490,1501,English,,class
81273,ref,journal article,"Meyeripollis, a new genus from the Tertiary sediments of Assam",1970,S.K.,Baksi,,,,,,Journal of the Geological Society of India,,,,,,,11,1,,,English,,"auth,class"
48008,ref,journal article,"Palynoogy of the Lower Lefipan Formation (Upper Cretaceous) of Barranca de los Perros, Chubut Province, Argentina. Part II. Angiosperm pollen and discussion",1993,A. M.,Baldoni,R. A.,Askin,,,,Palynology,,,,,,,17,,241,264,English,,"auth,class"
67798,ref,journal article,"Microfósiles calcáreos no marinos y semillas de la Formación Piedra Clavada (Albiano) en su área tipo, provincia de Santa Cruz, Argentina",2011,S.,Ballent,A. P.,Carignano,"A. Iglesias, D. G. Poiré",,,Ameghiniana,,,,,,,48,4,541,555,Spanish,10.5710/AMGH.v48i4(419),class
10982,ref,,"A petrified dicotyledonous wood from the Deccan Intertrappean beds of Mandla District, Madhya Pradesh.",1973,M. B.,Bande,,,,,,Botanique,,,,,,,4,,41,47,,,auth
10983,ref,,"Two fossil woods from the Deccan Intertrappean beds of Mandla District, Madhya Pradesh.",1974,M. B.,Bande,,,,,,Geophytology,,,,,,,4,,189,195,,,auth
10984,ref,journal article,Aeschynomenoxylon malwaensis sp. nov. from the Deccan Intertrappean beds of India,1981,M. B.,Bande,,,,,,The Palaeobotanist,,,,,,,27,,221,225,English,,"auth,class"
10985,ref,journal article,Fossil wood of Gmelina Linn. (Verbenaceae) from the Deccan Intertrappean beds of Nawargaon with comments on the nomenclature of Tertiary woods,1987,M. B.,Bande,,,,,,The Palaeobotanist,,,,,,,35,,165,170,English,,auth
10987,ref,,"Some more fossil woods from the Deccan Intertrappean beds of Mandla District, Madhya Pradesh, India.",1980,M. B.,Bande,S.K.,Khatri,,,,Palaeontographica,,,,,,,173B,,147,165,,,"auth,class"
10988,ref,journal article,Occurrence of Australian elements from the Deccan Intertrappean flora of India,1986,M. B.,Bande,R. C.,Mehrotra,U. Prakash,,,The Palaeobotanist,,,,,,,35,,1,12,English,,"auth,class"
10990,ref,journal article,"Four new fossil dicotyledonous woods from the Deccan Intertrappean beds near Shahpura,Mandla District, Madhya Pradesh, India.",1980,M. B.,Bande,U.,Prakash,,,,Geophytology,,,,,,,10,,268,271,,,"auth,class"
10992,ref,journal article,"Occurrence of Evodia, Amoora and Sonneratia from the Palaeogene of India",1984,M. B.,Bande,U.,Prakash,,,,"Proceedings of the Symposium on Evolutionary Botany and Biostratigraphy, Calcutta, 1979 (A.K. Ghosh Commemoration Volume), Current Trends in Life Sciences ",,,,,,,10,,97,114,English,,"auth,class"
69762,ref,journal article,"A Fossil Palm Fruit Hyphaeneocarpon Indicum Gen. Et Sp. Nov. From The Deccan Intertrappean Bed, India\r\n",1982,M. B.,Bande,U.,Prakash,K. Ambwani,,,The Paleobotanist\r\n,,,,,,,30,3,303,309,English,,"auth,class"
76565,ref,journal article,Origin and Development of Globorotalia (Turborotalia) pachyderma (Ehrenberg),1972,O.L.,Bandy,,,,,,Micropaleontology,,,,,,,18,3,294,318,English,,auth
75436,ref,journal article,"The taxonomy, morphology and affinities of the genera included in the subfamily Hastigerininae",1960,F. T.,Banner,W. H.,Blow,,,,Micropaleontology,,,,,,,6,1,19,31,English,,auth
55230,ref,journal article,"Lauraceae from rainforest surrounding an early Miocene maar lake, Otago, southern New Zealand",2012,J. M.,Bannister,J. G.,Conran,D. E. Lee,,,Review of Palaeobotany and Palynology,,,,,,,,178,13,34,English,0.1016/j.revpalbo.2012.03.015,"auth,class"
69075,ref,journal article,"Hirmeriella muensteri (Schenk) Jung from Odrowąż (Poland), with female and male cones, and in situ Classopollis pollen grains",2007,M.,Barbacka,J.,Ziaga,"E. Wcislo-Luraniec, M. Reymanowna",,,Acta Palaeobotanica,,,,,,,47,2,339,357,English,,"auth,class"
76133,ref,journal article,Family Nomenclatura,1895,J. H.,Barnhart,,,,,,Bulletin of the Torrey Botanical Club,,,,,,,22,,1,24,English,,auth
4262,ref,journal article,Late Campanian-Maastrichtian corals from the United Arab Emirates-Oman border region,2000,R. C.,Baron-Szabo,,,,,,Bulletin of the Natural History Museum of London (Geology),,,,,,,56,2,91,131,,,"auth,class"
46420,ref,journal article,"Palynomorph assemblage of the Chenque Formation, Late Oligocene?-Miocene from Golfo San Jorge Basin, Patagonia, Argentina. Part 3. Polycolpate and tricolporate pollen",1997,V.,Barreda,,,,,,Ameghiniana,,,,,,,34,2,131,144,English,,"auth,class"
46464,ref,journal article,"Palinomorph assemblage of the Chenque Formation, Late Oligocene?- Miocene from Golfo San Jorge Basin, Patagonia, Argentina, Part 4: polycolporate and porate pollen",1997,V.,Barreda,,,,,,Ameghiniana,,,,,,,34,2,145,154,English,,"auth,class"
46494,ref,journal article,"Palinoestratigrafía de la Formación San Julián en el área de Playa La Mina (provincia de Santa Cruz), Oligoceno de la Cuenca Austral",1997,V.,Barreda,,,,,,Ameghiniana,,,,,,,34,3,283,294,Spanish,,auth
46161,ref,journal article,"Palinoestratigrafía de depósitos del Oligoceno tardío-Mioceno en el área sur del Golfo San Jorge, provincia de Santa Cruz, Argentina",2000,V.,Barreda,S.,Palamarczuk,,,,Ameghiniana,,,,,,,37,1,103,117,Spanish,,"auth,class"
46203,ref,journal article,"Palinomorfos continentales y marinos de la Formación Monte León en su área tipo, provincia de Santa Cruz, Argentina",2000,V.,Barreda,S.,Palamarczuk,,,,Ameghiniana,,,,,,,37,1,3,12,Spanish,,auth
47987,ref,journal article,"Cretaceous/Paleogene Floral Turnover in Patagonia: Drop in Diversity, Low Extinction, and a Classopollis Spike",2012,V. D.,Barreda,N. R.,Cúneo,"P. Wilf, E. D. Currano, R. A. Scasso, H. Brinkhuis",,,PLoS ONE,,,,,,,7,12,e52455,,English,10.1371/journal.pone.0052455,"auth,class"
46576,ref,journal article,"Edad y paleoambiente de la ""Serie del Yeso"", Valle del Cura, provincia de San Juan: evidencias palinológicas",1998,V. D.,Barreda,P. R.,Gutiérrez,C. O. Limarino,,,Ameghiniana,,,,,,,35,3,321,335,Spanish,,auth
43563,ref,journal article,"Muricingulisporis chenquensis, una nueva especie de espora de Pteridophyta del terciario de Patagonia, Argentina",1992,V. D.,Barrera,,,,,,Ameghiniana,,,,,,,29,4,347,351,Spanish,,auth
6858,ref,journal article,"Coralline algal facies and their palaeoenvironments in the Late Eocene of northern Italy (Calcare di Nago, Trento)",1998,D.,Bassi,,,,,,Facies,,,,,,,39,,179,202,English,,auth
24760,ref,journal article,"Coralline Red Algae (Corallinales, Rhodophyta) from the Upper Eocene Calcare di Nago (Lake Garda, Northern Italy)",1998,D.,Bassi,,,,,,Annali Universitá di Ferrara,,,,,,,7 (suppl.),,5,51,English,,auth
44169,ref,journal article,"Taxonomic and biostratigraphical re-assessments of Subterraniphyllum Elliott (Corallinales, Rhodophyta)",2000,D.,Bassi,W. J.,Woelkerling,J. H. Nebelsick,,,Palaeontology,,,,,,,43,3,405,425,English,,"auth,class"
68533,ref,journal article,"Lower Oligocene coralline algae of the Uromieh section (Qom Formation, NW Iran) and the oldest record of Titanoderma pustulatum (Corallinophycidae, Rhodophyta)",2019,D.,Basso,G.,Coletti,"V. A. Bracchi, M. Yazdi-Moghadam",,,Rivista Italiana di Paleontologia e Stratigrafia,,,,,,,125,1,197,218,English,,"auth,class"
77723,ref,journal article,"A new species of Brachyphyllum from the Crato Formation (Lower Cretaceous), Araripe Basin, Brazil",2020,M. E. P.,Batista,L.,Kunzmann,"A. A. Sá, A. Á. F. Saraiva, M. I. B. Loiola",,,Ameghiniana,,,,,,,57,6,519,533,English,ttp://dx.doi.org/10.5710/AMGH.23.06.2020.3333,"auth,class"
